;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
58;CM037;58863;Corporación Municipal de Curaco De Velez;CM000;Corporaciones Municipales;Región de Los Lagos;CURACO DE VÉLEZ;Gabriela Mistral 10;652667735;http://www.corporacioncuraco.cl/;http://www.corporacioncuraco.cl/tactiva_corpocdevelez;Lunes a Viernes de 08:30 am. A 17:30 pm;Francisco Ojeda Sotomayor;rramirez@curacodevelez.cl;;;;;http://www.curacodevelez.cl/pasiva.cdevelez/index.php?action=solicitud_informacion;;Ingresa;SÍ;NO;NO;SÍ;2018/11/09
59;MU079;528;Municipalidad de Dalcahue;MU000;Municipios de Los Lagos;Región de Los Lagos;DALCAHUE;Manuel Rodriguez Nº 110;(65) 2534701;http://www.munidalcahue.cl;http://www.munidalcahue.cl/transparencia;lunes a viernes de 8 am a 14 hrs;Marisol Diaz;transparencia@munidalcahue.cl;;;;;http://www.dalcahue.cl/20285/formulario_solicitud_20285_dalcahue.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
60;CM012;58703;Corporación Municipal de Educación y Servicios Ramón Freire Dalcahue;CM000;Corporaciones Municipales;Región de Los Lagos;DALCAHUE;AVENIDA MOCOPULLI 075;(65) 2641215;http://WWW.CORPODALCA.CL;http://WWW.CORPODALCA.CL/TRANSPARENCIA-2/;LUNES A VIERNES DE 8:00 A 18:00 HORAS;;transparencia@corpodalca.cl;;;;;http://;(65) 2641432;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
61;MU240;668;Municipalidad de Puqueldón;MU000;Municipios de Los Lagos;Región de Los Lagos;PUQUELDÓN;Los Carreras sn;(65) 677216  677281  677288;http://www.munipuqueldon.cl;http://www.munipuqueldon.cl/Transparencia;Lunes a Viernes de 8:30 a 13:30 Hrs;Pamela Agero Diaz;secretaria@munipuqueldon.cl;;;;;http://www.munipuqueldon.cl/Transparencia/SubMenus/Formularios.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
62;CM006;58707;Corporación Municipal de Puqueldón;CM000;Corporaciones Municipales;Región de Los Lagos;PUQUELDÓN;Los Carreras Puqueldón;65 2677217;http://www.corpopuqueldon.cl/;http://www.munipuqueldon.cl/Transparencia/Corpo/index.html;Lunes a Jueves de 8.30 a 17.30  Viernes de 8.30 a 16.30;;;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=afd8da7814d3b5a26cde22bfa24908a6;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
63;CM004;58705;Corporación Municipal de Queilen;CM000;Corporaciones Municipales;Región de Los Lagos;QUEILÉN;Pedro Aguirre Cerda 277D Queilen;(65) 2 611 601;http://www.corpoqueilen.cl/;http://www.corpoqueilen.cl/;De Lunes a Viernes de las 8:30 a 14:00 hrs;;transparencia.corpoqueilen@gmail.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
64;MU246;673;Municipalidad de Queilén;MU000;Municipios de Los Lagos;Región de Los Lagos;QUEILÉN;Ruben Vargas Pinto Nº 283;(65) 2 535339;http://www.muniqueilen.cl/;http://transparencia.muniqueilen.cl/;Lunes a Viernes de 8:30 a 14:00;Julian Navarro Santana;informuniqueilen@gmail.com;;;;;http://transparencia.muniqueilen.cl/index.php/solicitud-de-informacion;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
65;MU247;674;Municipalidad de Quellón;MU000;Municipios de Los Lagos;Región de Los Lagos;QUELLÓN;22 de Mayo Nº 351;(65) 2686814;http://www.muniquellon.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU247;08.30  a  14.00 horas;Ruth Mansilla Almonacid;transparencia@muniquellon.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=999286d8af0d2c367b1b077c9f30f9b1;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
66;CM013;58710;Corporación Municipal de Quellón;CM000;Corporaciones Municipales;Región de Los Lagos;QUELLÓN;Galvarino Riveros N099. Quellón.;65 2681 275;http://www.corporacionquellon.cl;http://www.corporacionquellon.cl/transparencia;Lunes a Viernes. 08:15 a 13:00 hrs. 14:00 a 18:00 hrs. Durante Febrero el horario de salida en la trade es 17:00 hrs.;;transparencia@cormuquellon.cl;;;;;http://corporacionquellon.cl/transparencia/?page_id=752;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
67;MU248;675;Municipalidad de Quemchi;MU000;Municipios de Los Lagos;Región de Los Lagos;QUEMCHI;OHiggins Nº 40;(65) 691601  691602  691605  691468;http://www.muniquemchi.cl/;http://transparencia.muniquemchi.cl/;8:30 hrs. hasta las 17:30 hrs;Rocío Rojas Oyarzún;transparencia@muniquemchi.cl;;;;;http://www.municipalidadquemchi.cl/transpa/formulario.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
68;CM047;58873;Corporación Municipal de Quinchao;CM000;Corporaciones Municipales;Región de Los Lagos;QUINCHAO;;;http://;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
69;MU255;681;Municipalidad de Quinchao;MU000;Municipios de Los Lagos;Región de Los Lagos;QUINCHAO;Amunategui Nº 018;(65) 661212  661211;http://www.municipalidadquinchao.cl;http://www.municipalidadquinchao.cl/transparente/index.php;8:30  1730;;aalvarez@municipalidadquinchao.cl;;;;;http://www.municipalidadquinchao.cl/transparente/index.php?page=fcontacto;;No ingresa;SÍ;NO;NO;NO;
70;MU191;624;Municipalidad de Osorno;MU000;Municipios de Los Lagos;Región de Los Lagos;OSORNO;Mackenna Nº 851;(64) 232331  264300  264251  232332  264203  264204;http://www.imo.cl;http://transparencianew.imo.cl;08:15 a 13:45;ESPERANZA BARRIENTOS GALLARDO;transparenciamunicipalosorno@gmail.com;;;;;http://transparencianew.imo.cl/contacto;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
71;AO034;888;Servicio de Salud Osorno;AO000;Salud;Región de Los Lagos;OSORNO;Manuel Antonio Matta 448;56 64 336 365;http://www.ssosorno.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SSOSORNO;Lunes a jueves 8:00 a 17:00 hrs. Viernes 8:00 a 16:00 hrs.;CLAUDIA MOMBERG;oirs.ssosorno@redsalud.gov.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/ssosorno/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/15
72;MA024;327652;Asociación de Municipalidades de la Provincia de Osorno para el Manejo Sustentable de Residuos y la Gestión Ambiental;ASOC;Asociación Municipal;Región de Los Lagos;OSORNO;;+56 9 77579489;http://www.asociacionosorno.cl;http://;;Cristian Andres Antiñirre Sobarzo;proyectos@asociacionosorno.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
73;AO089;920;Hospital de Osorno;AO000;Salud;Región de Los Lagos;OSORNO;Avda. Guillermo Bhler N 1765. Osorno;56 642567050;http://www.hospitalbaseosorno.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php;Lunes a jueves 8:00 a 17:00 hrs. Viernes 8:00 a 16:00 hrs.;ADRIANA RADDATZ;transparencia.hbsjo@redsalud.gob.cl;;;;;http://webhosting.redsalud.gov.cl/transparencia/public/AO089/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/02/19
74;UN015;1077;Universidad de Los Lagos;UN000;Universidades;Región de Los Lagos;OSORNO;AV. FUCHSLOCHER 1305  OSORNO;(64) 333 000;http://www.ulagos.cl/;http://transparencia.ulagos.cl/;;;rectoria@ulagos.cl;;;;;http://transparencia.ulagos.cl/?page_id=81;;No ingresa;SÍ;NO;NO;NO;
75;AB057;811;Gobernación de Osorno;AB000;Interior y Seguridad Pública;Región de Los Lagos;OSORNO;Avda. Libertador B. OHiggins 667 2 piso  Of. 2;0642421872;http://www.gobernacionosorno.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/71/index.html;Lunes a Viernes 09:00 a 17:30 hrs;Carolina  Gatica;cgatica@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
76;MA052;329301;Asociación de Municipalidades de la cuenca del Lago Llanquihue;ASOC;Asociación Municipal;Región de Los Lagos;PUERTO OCTAY;;;http://;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
77;MU235;664;Municipalidad de Puerto Octay;MU000;Municipios de Los Lagos;Región de Los Lagos;PUERTO OCTAY;Esperanza Nº 555;(64) 391756  391520;http://munipuertoctay.cl/;http://transparencia.puertoctay.cl/;;;transparenciapuertoctay@gmail.com;;;;;http://transparencia.puertoctay.cl/paginas/solicitar_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2020/02/17
78;MU242;670;Municipalidad de Purranque;MU000;Municipios de Los Lagos;Región de Los Lagos;PURRANQUE;Pedro Montt Nº 249;(64) 2351135;http://www.purranque.cl;http://www.purranque.cl/transparencia/transparencia-municipal.html;Lunes a Viernes de 8:30 hrs a 14:00 hrs;Harry Junginger;oirs@purranque.cl;;;;;http://www.purranque.cl/purra15/index.php?option=com_aicontactsafe&view=message&layout=message&pf=1&;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
79;MU245;672;Municipalidad de Puyehue;MU000;Municipios de Los Lagos;Región de Los Lagos;PUYEHUE;Alcalde Tómas Glaves Wilson N2;(64) 218300 (64) 218303;http://www.municipalidaddepuyehue.cl;http://municipalidaddepuyehue.cl/transparencia/;de 8:00 a 13:00 de 14:00 a 17:00;Raúl Navarrete Castillo;ysandoval@puyehuechile.cl;;;;;http://www.puyehuechile.cl/site/FORMULARIO_DE_SOLICITUD_TRANSPARENCIA.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
80;MU274;697;Municipalidad de Río Negro;MU000;Municipios de Los Lagos;Región de Los Lagos;RÍO NEGRO;Vic. Mackenna Nº 277;(64) 363200;http://www.rionegrochile.cl;http://www.rionegrochile.cl/www/index.php/transparencia;Lunes a Viernes de 08:00 a 13:30 hrs;Milton Llanllan Cárdenas;transparencia@rionegrochile.cl;;;;;http://www.rionegrochile.cl/site/index.php?option=com_content&view=article&id=253&Itemid=4&lang=es;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
81;MU293;711;Municipalidad de San Juan de la Costa;MU000;Municipios de Los Lagos;Región de Los Lagos;SAN JUAN DE LA COSTA;Puaucho Km. 32;64 2612910;http://www.sanjuandelacosta.cl;http://www.sanjuandelacosta.cl/transparencia/;De Lunes a Jueves de 8:30 a 17:30 y Viernes 08:30 a 16:00 hrs.;Rosmery Pradines Friedericksen;transparencia@sanjuandelacosta.cl;;;;;http://www.sanjuandelacosta.cl/transparencia/solicitud.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
82;MU296;714;Municipalidad de San Pablo;MU000;Municipios de Los Lagos;Región de Los Lagos;SAN PABLO;Bolivia Nº 498;64 2381425  2381429;http://www.sanpablo.cl;http://sanpablo.cl/transparencia/;8:30 A 14:00 HORAS;;sanpablotransparencia@gmail.com;;;;;http://sanpablo.cl/transparencia/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
83;MU036;489;Municipalidad de Chaitén;MU000;Municipios de Los Lagos;Región de Los Lagos;CHAITÉN;Pedro Aguirre Cerda Nº 398;(065)   2741500;http://www.municipalidadchaiten.cl;http://transparencia-chaiten.caschile.cl/;Lunes a viernes de 08:30 a 17:30 hrs.;Susana Villa Alvarez;transparencia@mchaiten.cl;;;;;http://sinim.caschile.cl/transparencia_chaiten/contacto.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
84;AB060;814;Gobernación de Palena;AB000;Interior y Seguridad Pública;Región de Los Lagos;CHAITÉN;OHIGGINS 54;652 731 280;http://www.gobernacionpalena.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/73/index.html;Lunes a Viernes 08:30 a 17:30 hrs;Santiago Vera Vargas;sverav@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;652 731 280;Ingresa;SÍ;NO;SÍ;NO;
85;MU095;542;Municipalidad de Futaleufú;MU000;Municipios de Los Lagos;Región de Los Lagos;FUTALEUFÚ;Bernardo OHiggins Nº 596;(065) 721610;http://www.futaleufu.cl/;http://www.municipiostransparentes.cl/instituciones/ver/16;Lunes a viernes de 08:00 a 13:30 horas y de 14:30 a 17:30 horas;PAULO DOMINGUEZ PAREGLIO;dircontrol@futaleufu.cl;;;;;http://www.municipiostransparentes.cl/instituciones/ver/16/13;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
86;MU103;549;Municipalidad de Hualaihué;MU000;Municipios de Los Lagos;Región de Los Lagos;HUALAIHUÉ;21 de Septiembre Nº 450 HORNOPIREN;(65) 217347  217296  217317;http://www.municipalidadhualaihue.cl;http://www.municipalidadhualaihue.cl/transparencia-activa/;Lunes a jueves de 8:15 a 17:15 y viernes de 8:15 a 16:15. Horario continuado;Marianela Cárcamo Franulic;hualaihuetransparencia@gmail.com;;;;;http://www.municipalidadhualaihue.cl/documentos/solicitudinformacionpublica.doc;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
87;MU198;631;Municipalidad de Palena;MU000;Municipios de Los Lagos;Región de Los Lagos;PALENA;Bdo OHiggins Nº 740;(65) 741217  741217  741218  741220;http://www.municipalidadpalena.cl;http://municipiostransparentes.cl/instituciones/ver/15;08:00 a 13:00  mañana   y tarde  14:15 a 17:00 hrs;;;;;Cuenta Corriente;Bancoestado;http://www.municipalidadpalena.cl/solicitud-de-transparencia-activa.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
88;AO052;56352;SEREMI de Salud de Aysén;AO000;Salud;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Moraleda 437 Coyhaique;(67) 2261100;http://www.seremidesaludaysen.gov.cl/;http://webhosting.redsalud.gov.cl/transparencia/index.php;Lunes a jueves de 08:30 a 17:30 Viernes de 08:30 a 16:30;Lorenzo Barraza;oirsaysen@redsalud.gov.cl;;;;;http://ssrma.transparencia.cl/tramites/disponibles;(67) 2261100;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
89;AO036;890;Servicio de Salud Aysén;AO000;Salud;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Jorge Ibar 0168;672262243;http://www.saludaysen.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AO036;Lunes a Jueves 08:30  17:30 Viernes 08:30  16:00;Transparencia Pasiva SSA;transparenciapasiva.ssa@saludaysen.cl;;;;;http://transparencia.redsalud.gob.cl/transparencia/index.php?id=SSAYSEN;;Ingresa;SÍ;NO;NO;SÍ;2018/01/17
90;MU070;519;Municipalidad de Coyhaique;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Francisco Bilbao Nº 357;(67) 2 675 100;http://www.coyhaique.cl;http://www.coyhaique.cl/transparencia/index.php;Lunes a Viernes de 09:00 a 17:00 hrs;Orlando Alvarado Diaz;transparencia@coyhaique.cl;;;;;http://www.coyhaique.cl/portalmunicipalidad/files/Form_Transparencia.pdf;(67) 2 213 119;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
91;AO059;898;Hospital Regional Coyhaique;AO000;Salud;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Jorge Ibar 068;56 67 262 282;http://www.hospitalregionalcoyhaique.cl/;http://webhosting.redsalud.gov.cl/transparencia/index.php?id=AO059;Lunes a Viernes: de 08:30 a 13:00 y de 14:30 a 17:15;Unidad de Transparencia ActivaPasiva;transparencia.hco@saludaysen.cl;;;;;http://hrdc.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2019/01/28
92;UN017;58901;Universidad de Aysén;UN000;Universidades;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Obispo Vielmo N62 Coyhaique;+56 67 2332201;http://www.uaysen.cl/;http://www.uaysen.cl/;LuJu 09:00  13:00 15:00  17:00 hrs Vi 09:00  13:00 15:00  16:00 hrs;Lorena MIranda;contacto@uaysen.cl;;;;;http://www.uaysen.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
93;AB088;971;Gobierno Regional de Aysén (GORE Aysén);AB000;Interior y Seguridad Pública;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Ejercito 405 Coyhaique;672276412;http://www.goreaysen.cl;http://www.goreaysen.cl/transparencia/index.html;De Lunes a Viernes Entre la 8:30 y 17:33;JOSÉ ANDRARE;transparencia@goreaysen.cl;;;;;http://goreaysen.transparencia.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/11/05
94;AB061;815;Gobernación de Coyhaique;AB000;Interior y Seguridad Pública;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Errázuriz 375;672214430;http://www.gobernacioncoihaique.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/74/index.html;Lunes a Viernes 08:30 Hrs. a 17:30 Hrs.;Miriam Marquez Vera;mmarquez@Interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
95;AP013;952;SERVIU Región de Aysén del General Carlos Ibáñez del Campo;AP000;Vivienda y Urbanismo;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Freire 5;56 67 210 120;http://xi.serviu.cl/;http://xi.serviu.cl/transparencia/index.html;Lunes a viernes de 9:00 hrs. a 14:00 hrs;Manuel Valladares Rojel;movallada@minvu.cl;;;;;http://xi.serviu.cl/transparencia/actual/general/solicitud/solicitud.html;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/23
96;AB010;764;Intendencia de Aysén;AB000;Interior y Seguridad Pública;Región de Aysén del General Carlos Ibáñez del Campo;COIHAIQUE;Plaza 485;67 2 2215624;http://www.intendenciaaysen.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/35/index.html;Jornada única de lunes a viernes: 8:33  17:33;Margarita Soldan;msoldan@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
97;MU129;570;Municipalidad de Lago Verde;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;LAGO VERDE;Cacique Blanco Nº 131;(67) 2573180  2573181  2573182;http://www.lagoverdeaysen.cl;http://www.lagoverdeaysen.cl/transparencia/;Lunes a Jueves: 08.30 a 17.30  Viernes: 08.30 a 16.30;Sergio Guzmán Silva;transparencia@lagoverdeaysen.cl;;;;;http://www.lagoverdeaysen.cl/transparencia/solicitudelectronica.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
98;EP015;1108;Empresa Portuaria Chacabuco;EP000;Empresas y Sociedades;Región de Aysén del General Carlos Ibáñez del Campo;AYSÉN;AV. BERNARDO OHIGGINS SN  PUERTO CHACABUCO;(67) 351139;http://www.chacabucoport.cl;http://www.chacabucoport.cl/transparencia/;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
99;MU013;473;Municipalidad de Aysen;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;AYSÉN;Esmeralda Nº 607;(67) 336500;http://www.puertoaysen.cl;http://transparencia.puertoaysen.cl/;;;;;;;;http://transparencia.puertoaysen.cl/solicitudinformacion/;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
100;AB062;816;Gobernación de Puerto Aysén;AB000;Interior y Seguridad Pública;Región de Aysén del General Carlos Ibáñez del Campo;AYSÉN;Esmeralda 810;56 67 336 270;http://www.gobernacionaysen.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/75/index.html;Lunes  a jueves de 08:30 a 17:30 hrs. y viernes 08:30 a 16:30 hrs.;Tristan Sade;tsade@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
101;MA039;327500;Asociación de Municipalidades Región de Aysén;ASOC;Asociación Municipal;Región de Aysén del General Carlos Ibáñez del Campo;AYSÉN;Esmeralda N 607;672336510;http://www.aremu.cl;http://;En la Municipalidad de Aysén para ser derivadas a la AREMU ya que no tiene lugar físico la institución.;;Transparenciaaremu@puertoaysen.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
102;MU047;500;Municipalidad de Cisnes;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;CISNES;Rafael Sotomayor Nº 191;(67) 2 346 423;http://www.municipalidadcisnes.cl;http://www.municipalidadcisnes.cl/transparencia/index.php;Lunes a Viernes de 08:30 a 17:45 hrs.;Luis Camilo Carrasco;transparencia@municipalidadcisnes.cl;;;;;http://municipalidadcisnes.cl/solicitud_de_informacion.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
103;MU101;548;Municipalidad de Guaitecas;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;GUAITECAS;Avda. Aeropuerto SN Melinka;672431697;http://www.muniguaitecas.cl/;http://www.municipiostransparentes.cl/guaitecas;De lunes a jueves de 09:00 a 13:00 horas;Alex Gómez Cifuentes;transparencia@muniguaitecas.cl;;;;;http://www.muniguaitecas.cl/transparencia-pasiva/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
104;MU050;503;Municipalidad de Cochrane;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;COCHRANE;Esmeralda Nº 398;(67) 2 522 115;http://cochranepatagonia.cl/;http://www.cochranepatagonia.cl/cms/index.php?option=com_content&view=category&layout=blog&id=42&Itemid=115;De lunes a viernes de 08:30 a 15:00 horas;Ismael Lemos Villarroel;ismael1973@gmail.com;;;;;http://www.cochranepatagonia.cl/cms/index.php?option=com_content&view=article&id=489&Itemid=178;(67) 2 522 115;Ingresa;SÍ;NO;NO;SÍ;2018/05/31
105;AB064;818;Gobernación de Capitán Prat;AB000;Interior y Seguridad Pública;Región de Aysén del General Carlos Ibáñez del Campo;COCHRANE;Esmeralda 199;0672522114;http://www.gobernacioncapitanprat.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/77/index.html;Lunes a Viernes de 8:30 a 17:33;Gloria Aguilar De la torre;gaguilar@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
106;MU187;621;Municipalidad de OHiggins;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;OHIGGINS;Lago Christie 121;(67) 2 431 899;http://www.municipalidadohiggins.cl/;http://www.municipalidadohiggins.cl/transparencia/;Lunes de Viernes de 08:30 a 17:30 Horas;Angel Alvarado Castillo;a.alvarado@municipalidadohiggins.cl;;;;;http://www.municipalidadohiggins.cl/wp-content/uploads/2013/06/Formulario-Solicitud-de-Información.pdf;(67) 2 431 838;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
107;MU326;741;Municipalidad de Tortel;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;TORTEL;Sector Base sn;67 2392960;http://www.municipalidaddetortel.cl;http://www.municipalidaddetortel.cl/page16/index.html;LUNES A VIERNES DE 8.30 A 13.00;MARCELA ARAVENA DOMICH;domich2@yahoo.com;;;;;http://www.municipalidaddetortel.cl/ley_transparecia.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
108;MU041;494;Municipalidad de Chile Chico;MU000;Municipios de Aysen del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibáñez del Campo;CHILE CHICO;Bernardo OHiggins nº 333;672411750;http://www.chilechico.cl;http://www.chilechico.cl/transparencia.chilechico/;Lunes a viernes  de 9:00 a 18.00 hrs.;;diego.fica@chilechico.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
